CEN ATL MISS PAC,
[co ks tN ND OK SD x wy les,
"1999 733 4,717 0 2,006 669 6,724 12,176 7,442 58,708 871 94,046 147,511 264,504 += 47,040 553,101",
"2000 980 1,341 171 1,675 663 7,523 8,273 3,871 84,332 81 108,910 95,470 257,504 34,267 496,151",
"2001 849 2,685 721 2,334 693 6,769 3,323 4,199 57,853 48 79,474 89,486 230,667 38,507 438,134",
"2002 752 5,044 482 3,030 789 5,887 8,786 4,108 44,187 436 73,501 96,626 239,065 35,960 445,152",
"2003"" 1,023 4,765 101 2,533 860 3,413 7,617 2,139 39,715 197 62,363 112,806 230,202 ~-36,326 441,697",
"2004"" 463 4,793 235 1,333 615 8,168 11,413 2,138 37,311 381 66,850 74,349 233,979 58,350 433,528",
"2005"" 611 2,688 513 2,487 631 10,277 14,168 2,057 42,802 109 76,343 109,021 240,090 49,729 475,183",
"2006"" 2,017 8,113 83 2,030 533 12,465 15,360 5,236 40,803 473 87,113 144,491 353,705 71,264 656,573",
"2007"" 1,423 4,048 517 1,202 401 4,965 12,361 3,401 47,417 61 75,796 120,756 241,239 65,642 503,433",
"2008"" 685 7,680 588 1,055 511 6,497 12,084 4,532 33,351 108 67,091 131,717 251,356 = 50,427 500,591",
"2009"" 1,255 6,212 325 1,031 378 5,685 8,979 3,397 41,329 348 68,939 116,445 186,243 38,024 409,651",
"2010"" 540 4,660 98 712 318 10,493 11,046 6,085 33,015 208 67,175 94,349 268,411 61,147 491,082",
"2011"" 973 6,197 137 2,396 257 5,291 18,436 3,151 49,315 364 86,517 152,132 259,457 46,242 544,348",
"2012"" 1,199 3,661 980 1,251 0 9,209 16,840 5,731 40,459 0 79,330 179,582 324,658 67,874 651,444",
"2013"" 1,094 4,149 600 1,304 241 6,206 13,314 3,716 36,325 0 66,949 143,078 240,898 46,647 497,572",
"2014"" 863 2,679 2,739 487 386 13,458 8816 3,001 50,723 242 83,394 117,832 250,727 46,106 498,059",
"2015 ' 1,421 2,262 636 1,826 324 9,589 6,090 3,565 29,719 166 55,598 130,249 183,485 44,287 413,619",
"2016 ' 155 2,702 641 1,961 134 8,446 7,715 2,286 42,266 72 66,378 136,499 188,185 50,721 441,783",
"2017 ' 434 4,727 84 1,323 703 8,769 9,120 2,669 45,766 0 73,595 104,941 267,900 53,457 499,893",
"2018 ' 622 1,789 937 2,430 563 11,916 7,579 4,060 58,325 123 88,344 123,096 182,667 61,248 455,355",
"2019 ' 946 2,893 181 1,912 275 10,426 19,390 4,597 36,531 127 77,278 73,841. 174,603 48,366 374,088",
"2020 ' 910 5,778 398 1,570 332 7,636 29,446 4,007 69,233 52 119,363 99,697 161,580 54,385 435,025",
"2021 ' 329 6,187 100 678 356 6,878 15,821 3,559 44,422 151 78,482 91,023 146,316 =-49,333 365,154",
"2022 ' 325 4,037 100 875 196 6,053 11,101 4,905 67,010 854 95,455 94,165 160,342 45,992 395,954",
AVERAGE:,
"1999-2022 858 4,325 474 1,643 451 8,031 12,052 3,911 47,122 228 79,095 115,798 230,741 50,056 475,690",
% CHANGE FROM:,
Average 62%,-7% 79% = -47% = 57% -25% 8% 25% 42% 275% 21% -19% -31% -8% 17%
