CEN ATL Miss PAC,
[co [KS ]_wt_]_NE_]_NM [ND] OK] SD],| Wy] es
"1999 0 694 0 154 0 727 1,934 317 8,972 0 12,798 29,269 46,577 4,807 93,451",
"2000 140 447 0 129 0 436 1,103 352 5,762 81 8,450 35,960 44,927 4,984 94,321",
"2001 141 716 160 778 116 276 858 247 6,162 0 9,454 28,108 43,506 4,602 85,670",
"2002 188 1,261 0 459 39 601 1,039 0 6,312 87 9,986 31,791 58,936 2,832 103,545",
"20031 0 913 0 330 86 1,039 618 802 3,295 49 7,132 29,181 51,706 5,488 93,507",
"20041 116 1,388 94 485 33 817 865 194 1,979 95 6,066 25,692 47,469 3,998 83,225",
"20051 76 367 0 0 0 693 1,069 654 5,732 0 8,591 34,037 30,454 4,235 77,317",
"2006 ' 161 338 0 92 53 249 1,509 114 2,803 0 5,319 37,182 37,241 2,857 82,599",
"2007 ' 0 810 0 641 115 255 1,676 630 3,353 0 7,480 38,135 38,686 6,930 91,231",
"2008 ' 0 1,440 196 452 0 580 2,438 302 3,531 0 8,939 38,212 38,037 4,390 89,578",
"20091 0 914 108 1,375 47 557 1,406 226 2,198 0 6,831 42,000 41,645 5,764 96,240",
"2010"" 90 777 0 0 177 865 1,930 107 3,488 0 7,434 36,148 45,988 6,317 95,887",
"20111 122 1,589 0 639 0 622 2,877 716 6,931 61 13,557 34,991 53,766 8,500 110,814",
"2012' 0 796 0 139 0 1,444 1,295 849 2,546 0 7,069 39,200 45,886 7,681 99,836",
"2013' 109 332 120 391 80 3,103 1,331 531 2,299 92 8,388 41,411 45,416 3,335 98,550",
"2014! 144 765 0 97 154 1,535 1,210 265 3,872 0 8,042 30,378 = 54,723 4,663 97,806",
"2015"" 237 452 0 322 81 2,370 781 274 (2,651 0 7,168 28,393 37,751 5,711 79,023",
"2016"" 155 1,175 160 0 0 1,071 671 79 7,287 36 10,634 38,323 50,167 3,579 102,703",
"2017"" 0 1,796 0 265 0 1,602 953 445 3,208 0 8,269 33,061 47,789 5,218 94,337",
"2018 ' O 2115 0 180 0 1,218 2,115 1,059 4,016 0 10,703 31,516 ~=-33,738 6,519 82,476",
"2019 0 280 0 76 0 1,206 192 426 141 0 2,321 31,522 46,569 5,298 85,710",
"2020 ' 248 924 0 491 511,255 1,318 550 3,654 0 8,492 24,235 += 50,080 3,673 86,481",
"2021"" 110 1061 0 452 45 466 1,978 414 398 0 4,923 30,916 38,907 4,510 79,255",
"2022""",
AVERAGE:,
"1999-2022 89 928 36 346 47 999 1,355 415 3,939 22 8,176 33,464 44,781 5,039 91,459",
% CHANGE FROM:,
Average 24% 14% -100% 31% 4% 53% 46% 0% 90% -100% -40% -8% -13% 10% -13%,
"""Preliminary FILE: S:\CF_D\projects\Monitoming\harvest data\DATABOOKIHIP\DIVERHARVHIP.XLS 124/24",
