CEN ATL Miss PAC,
[co KS NEN ND OK SX wy Ts],
"1999 1,628 4,439 1,330 11,725 422 2,726 7,965 6,334 87,574 348 124,491 391,514 924,461 52,247 1,492,713",
"2000 1,750 2,683 600 6,958 1,622 1,963 3,640 5,630 93,761 81 118,688 378,122 761,300 54,547 1,312,657",
"2001 1,980 3,938 1,362 2,334 1,271 1,105 1,394 3,582 95,166 578 112,710 399,985 597,152 54,200 1,164,047",
"2002 1,362 3,153 827 3,489 1,065 2,043 3,118 4,930 64,430 305 84,722 347,202 660,754 34,503 1,127,181",
"2003' 1,790 3,751 553 3,084 559 2,226 7,823 6,149 49,600 247 75,782 336,934 711,420 40,962 1,165,098",
"2004' 2,781 3,027 658 3,273 453 2,217 7,954 3,791 50,031 95 74,280 264,438 697,338 35,711 1,071,767",
"2005' 1,222 1,589 628 4,748 482 1,963 10,426 4,020 42,038 272 67,388 321,780 663,704 55,545 1,108,417",
"2006 ' 1,130 2,874 583 1,846 746 2,368 4,251 3,984 30,836 945 49,563 330,722 601,793 58,845 ~- 1,040,923",
"2007 ' 1,067 1,133 1,380 5,530 630 1,528 12,571 4,031 47,178 486 75,534 334,952 593,133 53,088 +~- 1,056,707",
"2008 ' 2,876 3,600 588 5,122 511 1,276 5,936 4,230 30,997 180 55,316 363,920 628,122 60,319 1,107,677",
"2009' 1,952 3,106 1,083 3,093 330 2,341 4,868 2,831 27,919 249 47,772 356,270 622,578 += 45,659 1,072,279",
"2010' 1,079 3,366 785 6,412 459 1,406 3,539 2,776 36,502 347 56,671 448,363 900,995 49,688 1,455,717",
"20111 2,555 2,224 1,096 4,792 599 1,556 3,792 6,302 23,458 182 46,556 416,006 905,281 41,627 1,409,470",
"20121 400 1,114 0 973 231 2,347 972 5,731 20,088 194 32,050 444,727 764,894 37,648","1,279,319"
"20131 1,312 2,655 720 2,608 642 2,988 3,107 4,778 14,484 0 33,294 325,518 760,820 26,184","1,145,816"
"20141 2,013 1,403 322 2,822 772 2,715 9,334 4,060 19,553 339 43,333 401,405 593,688 ~=.29,317_ 1,067,743",
"2015"" 2,369 1,508 1,273 4,189 809 1,616 6,715 3,017 18,450 166 40,112 314,935 546,108 -25,957 927,112",
"2016"" 777 1,645 801 3,167 241 2,260 3,689 3,547 68,985 539 85,651 386,755 576,800 23,855 1,073,061",
"2017"" 1,736 1,512 503. 2,779 469 2,782 4,492 1,907 94,097 274 110,551 453,217 602,061 44,938 1,210,767",
"2018"" 1,089 1,464 535 3,060 1,206 2,522 4,054 3,531 52,562 245 70,268 370,534 396,092 31,118 868,012",
"2019"" 828 2,053 1,357 2,524 504 3,619 6911 4,597 46,929 349 69,671 363,556 479,607 24,691 937,525",
"2020 ' 1,324 3,467 1,193 4,220 511 4,080 9,010 6,522 40,963 681 71,969 406,691 594,673 25,051 1,098,383",
"2021 ' 658 5,126 902 1,582 178 3,614 8,790 3,973 28,510 272 53,605 376,978 603,942 27,643","1,062,168"
"2022 244 3,686 701 1,749 217 757 5,551 1,988 35,782 95 50,770 311,549 384,182 17,700 764,201",
AVERAGE:,
"1999-2022 1,497 2,688 824 3,837 622 2,251 5,829 4,260 46,662 311 68,781 368,586 648,787 39,627 1,125,782",
% CHANGE FROM:,
Average 84% 37% 15% -54% -65%,-66% 5% -53% -23% 69% -26% 15% 41% -55% -32%
""" Preliminary FILE: S:\CF_D\projects\DATABOOK\MONITORINGIHARVEST DATA\HIP\DABHARVHIP.XLS.",
