CEN ATL MISS PAC,
[co [Ks Tm NET nm ND Tox Tso Tx wy L Fv vway | Fiyway | Flyway | Flyway | [ Us. ],
"1999 38,337 114,167 29,678 91,025 7,851 254,256 114,589 145,196 182,755 17,675 995,529 444,068 3,136,859 1,318,473 5,894,929",
"2000 49,420 102,846 29,211 118,548 21,894 182,521 116,379 110,607 283,116 21,447 1,035,989 522,968 3,272,671 1,237,479 6,069,107",
"2001 80,906 97,739 27,151 133,947 22,872 242,147 92,830 154,993 300,903 24,870 1,178,358 472,682 2,796,047 1,031,568 5,478,655",
"2002 43,032 93,112 22,263 112,577 20,701 226,961 121,494 117,085 232,687 23,736 1,013,648 538,846 2,374,276 ~-906,787 4,833,557",
"2003"" 59,600 95,711 38,200 127,992 25,148 231,335 110,031 124,593 130,070 19,430 962,110 427,301 2,482,378 1,058,281 4,930,070",
"2004 47,854 133,582 32,575 95,874 15,646 223,924 186,755 93,993 117,021 22,210 969,434 422,004 2,199,931 940,160 4,531,529",
"2005 ' 31,089 84,193 26,871 89,415 8,126 233,142 125,375 81,701 171,208 17,025 868,145 444,305 2,049,383 1,105,095 4,466,928",
"2006 ' 44,782 55,780 18,231 86,754 12,421 162,300 126,446 72,734 111,196 19,308 709,952 399,651 2,286,251 1,272,165 4,668,019",
"2007"" 39,393 61,041 19,229 91,047 9,276 171,224 219,572 83,640 86,931 25,345 806,698 429,917 2,514,119 1,127,524 4,878,258",
"2008 ' 48,486 98,160 27,156 90,391 11,394 139,219 97,524 76,643 70,234 17,581 676,788 503,480 2,281,761 1,092,094 4,554,123",
"2009"" 42,670 80,574 25,348 84,027 13,241 169,224 104,072 108,581 74,524 19,214 721,475 419,279 2,075,916 917,944 4,134,614",
"2010"" 28,241 76,639 26,288 75,236 + 13,642 105,146 90,298 83,910 89,514 14,300 603,214 394,429 2,228,872 939,498 4,166,013",
"2011"" 27,372 85,163 17,263 104,793 15,455 187,683 101,595 100,254 113,557 20,075 773,210 315,897 2,240,248 1,079,618 4,408,973",
"2012"" 35,161 78,157 18,761 94,630 15,222 187,963 118,526 99,769 92,801 22,154 763,144 324,713 1,882,553 964,088 3,934,498",
"2013"" 34,122 94,432 26,289 82,415 11,563 178,721 134,470 81,098 68,282 28,693 740,085 328,029 1,836,788 + 732,483 3,637,385",
"2014"" 54,497 114,417 20,303 75,602 14,123 213,079 148,826 81,560 73,761 17,306 813,474 294,063 1,992,450 803,447 3,903,434",
"2015 ' 40,510 112,358 26,732 72,381 12,300 189,295 118,530 63,712 65,403 13,226 714,447 250,114 1,695,598 773,155 3,433,314",
"2016' 47,573 95,986 13,302 78,575 6,845 163,808 131,487 48,402 118,700 11,177 715,855 313,511 1,826,117 863,500 3,718,983",
"2017"" 44,130 65,323 16,087 62,861 15,710 171,745 79,361 44,934 96,236 14,589 610,976 286,376 1,643,472 884,735 3,425,559",
"2018 39,051 72,553 33,860 50,582 11,256 157,338 118,270 50,841 103,378 13,915 651,044 277,119 1,407,353 1,038,273 3,373,789",
"2019"" 38,079 67,012 17,554 54,848 16,397 104,946 113,463 60,185 47,491 _8,790 528,765 222,255 1,454,937 690,115 2,896,072",
"2020 ' 24,494 89,442 20,157 54,764 5,851 136,507 121,739 53,194 51,733 11,045 568,926 220,791 1,211,677 799,817 2,801,212",
"2021"" 27,737 121,261 12,735 53,240","4,431: 86,387 114,046 40,388 36,731 11,627 508,582 179,879 1,184,068 668,951 2,541,481"
"2022"" 18,688 55,986 12,226 31,221 1,816 70,870 62,338 32,081 69,287 4,743 359,256 169,537 981,547 532,328 2,042,668",
AVERAGE:,
"1999-2022 41,051 89,401 23,228 83,864 13,049 174,573 119,501 83,754 116,147 17,478 762,046 358,384 2,043,970 949,066 4,113,465",
% CHANGE FROM:,
Prev. Year -33% += -54% 4% 41% = 59% += -18% += -45% = -21% = 89% 59% -29% 6% 17% -20% -20%,
Average 54% 37% = -AT% ~ 03% = 86% = 59% += 48% ~= 62% ~= 40% ~= -73% -53% 53% 52% 44% -50%,
"""Preliminary FILE: S:\CF_D\projects\DATABOOK\MONITORING\HARVEST DATA\HIPIDABHARVHIP.XLS 01/24/24",
