CEN ATL Miss PAC,
[co KS NEN ND OKT SX WY] | Fevway | eryway | erway | eryway| [70s],
"1999 163 277 0 309 0 1,272 228 1,583 3,316 261 7,409 29,188 16,403 = 11,607 64,607",
"2000 210 447 0 258 0 545 221 821 3,405 0 5,907 11,029 6,418 2,863 26,217",
"2001 71 0 0 311 0 1,243 214 865 1,369 0 4,073 7,206 4,609 5,452 21,340",
"2002 282 0 69 184 0 601 94 137 653 0 2,020 7,288 4,479 2,879 16,666",
"2003"" 0 406 0 110 0 742 0 267 173 49 1,747 2,474 10,943 5,632 20,796",
"2004"" 0 126 0 121 129 117 173 778 565 0 2,009 4,307 5,227 6,428 17,971",
"2005"" 153 122 0 0 0 115 267 467 1,146 218 2,488 11,709 4,235 5,742 24,174",
"2006"" 81 0 0 369 426 997 0 797 2,180 68 4,918 7,026 20,250 7,415 39,609",
"2007"" 0 0 172 160 0 1,528 629 630 718 0 3,837 8,679 10,891 6,130 29,537",
"2008"" 0 0 0 151 37 348 106 1,611 196 36 2,485 11,860 10,970 4,880 30,195",
"2009"" 279 0 0 0 0 3,233 108 453 2,638 0 6,711 9,275 12,243 6,536 34,765",
"2010"" 450 0 392 0 0 3,137 0 961 3,488 0 8,428 21,427 8,196 17,048 55,099",
"2011"" 487 1,589 0 160 86 2,179 0 3,151 2,399 0 10,051 5,531 21,717 9,449 46,748",
"2012"" 200 159 0 0 0 2,167 0 1,274 1,415 97 5,312 14,397 20,443. 10,734 50,886",
"2013"" 219 498 0 130 241 2,184 444 398 3,219 0 7,333 14,353 8,933 15,666 46,285",
"2014"" 0 128 0 0 463 5,194 519 530 3,291 0 10,125 17,401 20,930 12,615 61,071",
"2015 ' 237 452 0 0 0 2,801 0 366 2,099 0 5,955 6,713 4,805 8,254 25,727",
"2016 ' 466 117 160 0 27 1,428 0 236 2,267 0 4,701 9,057 15,500 5,820 35,078",
"2017 ' 0 189 0 0 117 1,265 0 127 1,714 137 3,546 10,983 7,142 4,933 26,604",
"2018 ' 0 569 402 0 0 1,740 176 883 1,222 0 4,992 12,754 6,721 6,804 31,271",
"2019 ' 0 373 181 688 183 4,653 0 2,639 1,827 32 10,576 4,240 15,506 8,237 38,559",
"2020 ' o 1,271 0 589 0 5,753 0 1,257 1,923 0 10,793 8,895 9,392 6,688 35,768",
"2021 ' 0 0 0 0 134 350 0 248 1,061 0 1,792 2,791 2,180 5,489 12,252",
"2022 ' 163 351 301 437 87 504 0 0 1,301 474 3,618 7,316 4,001 9,188 24,124",
AVERAGE:,
"1999-2022 144 295 70 166 80 1,837 132 853 1,816 57 5,451 10,246 10,506 7,770 33,973",
% CHANGE FROM:,
Prev. Year 44% 100% 23% 102% 162% 84% 67% 97%,
Average 13% 19% 331% 164% 8% 73% -100% -100%,-28% 729% -34% -29% -62% 18% -29%
