CEN ATL MISS PAC,
[cost NEN DOK Sy] es],
"1999 0 0 0 0 0 0 0 0 0 0 0 101,997 57,682 0 159,679",
"2000 0 0 0 0 0 0 0 0 0 0 0 116,096 58,371 0 174,467",
"2001 0 0 0 0 0 0 0 0 0 0 0 95,889 31,816 0 127,705",
"2002 0 0 0 0 0 240 0 0 218 0 458 125,469 47,796 0 173,723",
"2003 ' 0 0 0 0 0 0 0 134 0 0 134 95,108 += 33,150 0 128,392",
"2004 ' 0 0 0 0 0 0 0 0 0 0 0 74,920 35,692 0 110,612",
"2005 ' 0 0 0 0 0 115 0 0 0 0 115 93,406 36,365 0 129,886",
"2006 ' 0 0 0 0 0 0 0 0 0 0 0 93,356 35,840 0 129,196",
"2007 ' 0 0 0 0 0 0 0 0 0 0 0 98,705 38,692 0 137,397",
"2008 ' 0 0 0 0 0 116 0 0 196 0 312 90,196 29,641 0 120,149",
"2009 ' 0 0 0 0 0 0 0 0 220 0 220. 81,287 30,373 0 111,880",
"2010"" 0 0 0 0 0 0 107 0 233 0 340 92,204 27,073 0 119,617",
"2011"" 0 0 0 0 0 156 0 0 0 0 156 66,203 21,992 0 88,351",
"2012"" 0 0 0 0 0 0 0 0 0 0 0 73,871 20,688 0 94,559",
"2013"" 0 0 0 0 0 0 0 133 0 0 133 75,104 24,951 0 100,188",
"2014"" 0 0 0 0 0 0 0 0 0 0 0 56,511 15,885 0 72,396",
"2015' 0 0 0 0 0 0 0 0 0 0 0 45,986 16,254 0 62,240",
"2016 0 0 0 0 0 0 0 0 0 0 0 60,875 25,956 0 86,831",
"2017"" 0 0 0 0 0 0 0 0 0 0 0 85,758","17,855 0 103,613"
"2018 0 0 0 0 0 0 0 0 349 0 349 71,781 16,032 0 88,162",
"2019"" 0 0 0 0 0 0 0 85 0 0 85 59,316 ~.20,357 0 79,758",
"2020 ' 0 0 0 0 0 0 0 0 0 0 0 64,274 16,746 0 81,020",
"2021"" 0 0 0 0 0 0 0 0 0 0 0 76598 14,065 0 90,663",
"2022 ' 0 0 0 0 0 252 0 133 0 0 385 49,551 11,589 0 61,524",
AVERAGE:,
"1999-2022 0 0 0 0 0 37 4 20 51 0 112 81,019 28,536 0 109,667",
% CHANGE FROM:,
Prev. Year -35% 18% -32%,
Average 588% -100% 558%,-100% 244% -39% -59% -44%
"""Preliminary FILE: S:\CF_D\projects\DATABOOK\MONITORING\HARVEST DATAIHIP\DABHARVHIP.XLS",
